before4;before3;before2;before1;target;after1;after2;after3;after4
кукол; представили; премьеру; в; духе; итальянского; кино; ; 
; декабря; Город; Лесные; духи; и; волшебство; на; сцене
; ; ; Лесные; духи; и; волшебство; на; сцене
